Age,Annual_Income,Total_Debt,FICO_Score,Education,Employment,Max_Loan_Amount,Loan_Default
29.0,21400.0,8401.808541942692,551,Bachelor,Employed,25300.0,1
32.0,87100.0,45597.892682602476,625,High School,Employed,91500.0,1
43.0,27700.0,4057.7324556247977,850,Bachelor,Unemployed,70900.0,0
,33600.0,9074.214751090196,686,Bachelor,Unemployed,59400.0,1
62.0,51500.0,28608.065870304683,639,High School,Employed,51600.0,0
43.0,32100.0,12711.47384960621,773,Bachelor,Employed,52900.0,0
64.0,70700.0,16491.55607358894,504,Master,Self-Employed,96400.0,1
,28500.0,2247.1517468250904,601,Bachelor,Employed,55700.0,1
,28700.0,4519.991836048178,586,PhD,Employed,50000.0,1
33.0,68300.0,23818.210267514925,689,Bachelor,Employed,108200.0,0
,23000.0,9910.717676335089,739,Bachelor,Employed,34100.0,0
34.0,42200.0,3150.362175089943,697,Master,Employed,96100.0,0
40.0,13400.0,4820.761970754194,698,High School,Unemployed,21100.0,0
43.0,108200.0,35728.805022211716,613,High School,Self-Employed,156800.0,0
38.0,74900.0,23097.15777428042,682,Bachelor,Employed,124700.0,0
39.0,189100.0,78301.36893220062,566,Bachelor,Employed,221300.0,1
24.0,81100.0,40750.29729676125,717,High School,Self-Employed,102100.0,0
31.0,18400.0,3565.806102272627,599,High School,Employed,31400.0,0
32.0,54200.0,28910.676422408396,537,High School,Employed,47900.0,1
24.0,,2014.3455022366256,653,Bachelor,Self-Employed,43500.0,0
26.0,93600.0,9717.020525225389,458,Master,Unemployed,135600.0,1
68.0,18800.0,3009.1888776778615,797,Master,Employed,44400.0,0
65.0,18200.0,1305.2770954540895,729,Bachelor,Unemployed,43500.0,0
,13800.0,1907.0431803742263,683,Master,Employed,28700.0,0
67.0,27100.0,1730.255264800253,487,Bachelor,Employed,43600.0,1
40.0,24000.0,11833.234804589621,579,High School,Employed,24900.0,0
46.0,17000.0,1417.4837172435707,654,High School,Self-Employed,36000.0,1
35.0,119800.0,53715.74843740251,623,Bachelor,Unemployed,145300.0,0
48.0,,1434.541205325212,481,High School,Self-Employed,82300.0,1
47.0,46500.0,26463.717137638232,518,Bachelor,Employed,36600.0,1
69.0,94200.0,40194.76814706934,621,Bachelor,Employed,118400.0,1
56.0,42400.0,172.90419603068375,521,Bachelor,Employed,77600.0,0
52.0,23200.0,10632.88248278698,787,PhD,Employed,34900.0,0
35.0,13100.0,4040.6838972222163,699,Bachelor,Employed,22300.0,0
59.0,22400.0,10474.66788930401,569,High School,Retired,23900.0,0
56.0,89600.0,28089.428445958038,766,Bachelor,Self-Employed,166300.0,0
34.0,17100.0,6576.915039338738,746,Bachelor,,27700.0,0
31.0,44900.0,21183.77479634239,678,High School,Employed,56800.0,0
48.0,67500.0,16406.876210808197,646,High School,Employed,116500.0,0
41.0,43100.0,70.03275435689099,620,Bachelor,Self-Employed,94200.0,1
52.0,46100.0,23509.52007784391,596,Master,Unemployed,47500.0,1
61.0,53800.0,12295.140905524107,516,Bachelor,Self-Employed,75600.0,1
62.0,45600.0,13571.728983813711,802,Master,Employed,90700.0,0
51.0,95400.0,444.5625968931693,597,Master,Employed,200100.0,1
20.0,19500.0,5757.476521096147,652,High School,Retired,31600.0,1
54.0,42000.0,24859.482519607584,558,Bachelor,Retired,33800.0,1
60.0,12200.0,2036.9192771933936,624,Bachelor,Employed,22400.0,1
57.0,10500.0,2491.135102526982,850,High School,,24000.0,0
43.0,34600.0,14266.064326689728,577,Bachelor,Employed,41400.0,0
40.0,50300.0,24590.472885864016,794,Bachelor,Unemployed,72000.0,0
61.0,96600.0,24192.018527393575,647,High School,Self-Employed,165300.0,1
56.0,155100.0,28817.785079544286,717,Master,,319600.0,0
32.0,80200.0,45128.17749528142,774,Bachelor,Employed,95800.0,0
66.0,,22833.328276168686,677,Master,Employed,79700.0,1
21.0,40000.0,2856.511307835386,614,High School,Employed,80500.0,1
46.0,14500.0,599.672539771443,631,Master,Retired,31000.0,0
39.0,33300.0,9661.326018791573,634,High School,Employed,52900.0,0
42.0,78800.0,10405.858322715041,836,High School,Self-Employed,201800.0,0
30.0,62300.0,9493.950081204355,501,Bachelor,Employed,93400.0,0
35.0,16800.0,8847.13716258471,472,Bachelor,Retired,13200.0,0
50.0,52500.0,2821.329765963786,479,Bachelor,Unemployed,84000.0,1
33.0,49900.0,21418.001609952957,560,Bachelor,Employed,56300.0,0
62.0,44800.0,7288.303770870207,720,High School,Unemployed,95300.0,1
59.0,35700.0,16286.230502476628,726,Bachelor,Employed,49700.0,0
61.0,54100.0,23449.473539686656,589,Bachelor,Employed,63700.0,0
19.0,55200.0,244.819775834985,647,Bachelor,Employed,125500.0,0
52.0,24700.0,7545.3868194981,538,Bachelor,Retired,32600.0,0
59.0,47700.0,3987.323585659687,547,PhD,Retired,84400.0,1
51.0,32400.0,16839.453474449478,707,Bachelor,Employed,38800.0,0
47.0,14900.0,7791.977792789915,754,Bachelor,Self-Employed,18900.0,0
30.0,25900.0,6501.093848453,602,Master,,41200.0,1
30.0,14200.0,3786.250669203206,813,Bachelor,Unemployed,29900.0,0
35.0,65400.0,11900.822542233642,746,High School,Employed,140900.0,0
49.0,45000.0,19348.370071920835,809,High School,Employed,73200.0,0
49.0,29300.0,6305.266762005151,619,Bachelor,Self-Employed,50200.0,0
52.0,85200.0,13689.551297597038,802,High School,,202400.0,0
56.0,37800.0,9803.000429562246,850,Bachelor,,84000.0,0
63.0,15400.0,845.3446699001186,608,High School,Self-Employed,31200.0,0
69.0,27900.0,12498.137645743973,634,High School,Employed,34500.0,0
46.0,96700.0,730.8432017890794,555,Bachelor,Retired,188000.0,1
66.0,24300.0,9396.59219697026,535,PhD,Employed,28100.0,1
46.0,42800.0,4695.961047065124,536,Bachelor,,72100.0,1
61.0,56700.0,7906.385652214334,568,Master,Employed,97800.0,1
33.0,51700.0,19717.30459781404,677,PhD,Employed,76400.0,0
61.0,157900.0,94071.46394827262,573,High School,Employed,129100.0,1
64.0,17900.0,8352.685832639194,674,High School,Self-Employed,22700.0,0
27.0,19000.0,2574.5718073466683,676,Bachelor,Self-Employed,39200.0,1
47.0,18100.0,1911.628839746713,602,Master,Employed,34400.0,1
42.0,30400.0,15800.087553682306,643,Bachelor,Employed,33100.0,0
56.0,70200.0,18709.02788645376,597,PhD,Self-Employed,108500.0,1
37.0,19600.0,1611.7409612591082,618,High School,Employed,39200.0,0
22.0,70800.0,36626.74126271593,569,High School,Self-Employed,68600.0,0
18.0,37100.0,18166.215775871457,658,Bachelor,Employed,44000.0,0
47.0,18700.0,11039.429402926175,589,Bachelor,Self-Employed,15900.0,1
66.0,12700.0,6932.246892750651,533,High School,Self-Employed,10900.0,0
20.0,14500.0,7410.575946346713,709,High School,Retired,17700.0,0
62.0,24400.0,769.6891839530861,712,High School,Self-Employed,59400.0,0
31.0,32800.0,2054.894471722963,761,Bachelor,Employed,82600.0,0
47.0,81400.0,27789.13920981336,547,Master,Employed,103500.0,1
67.0,58700.0,18718.69905404573,601,Master,Self-Employed,84800.0,1
21.0,22000.0,6045.114431261867,673,Bachelor,Employed,37900.0,0
35.0,46400.0,11046.614819542025,599,Bachelor,Unemployed,74700.0,1
54.0,97800.0,25303.431251838818,707,Bachelor,Self-Employed,180900.0,0
42.0,111800.0,38188.50542176206,699,High School,,181600.0,1
65.0,30100.0,37.50190785746659,697,High School,Employed,74000.0,0
18.0,64500.0,10089.42955894138,795,High School,Employed,152700.0,0
63.0,,25996.910789745747,714,Master,Employed,145200.0,0
32.0,14700.0,6369.9459903015595,665,Master,Employed,19600.0,1
26.0,26700.0,2789.9902121742493,630,Bachelor,Employed,53200.0,0
32.0,137600.0,45150.509707890466,637,Bachelor,Employed,207800.0,1
66.0,30300.0,12988.87705304351,543,High School,Employed,33200.0,0
41.0,6300.0,1680.6925469145597,473,Bachelor,,7700.0,1
21.0,33800.0,549.2053908286352,696,Bachelor,Employed,81700.0,0
29.0,71300.0,19219.69181915994,772,Bachelor,Employed,141900.0,0
54.0,36500.0,6492.1430415969535,616,High School,Self-Employed,65200.0,1
54.0,55800.0,31124.66886584047,808,Master,Employed,70400.0,0
60.0,63800.0,4770.200403766371,632,Bachelor,,131700.0,0
23.0,29300.0,11470.52729781714,454,Master,Self-Employed,28600.0,1
56.0,26600.0,841.4074706986383,741,Master,Retired,67400.0,0
63.0,39800.0,10654.55005496719,602,PhD,Employed,61900.0,1
41.0,40400.0,13428.462770214754,750,High School,Employed,71400.0,0
28.0,37500.0,6703.985954629472,522,High School,Employed,56700.0,1
30.0,38400.0,10484.942642389657,691,High School,Employed,68100.0,1
51.0,23200.0,2276.6688198602083,569,High School,,42000.0,0
42.0,57000.0,10401.035651806837,670,Bachelor,Self-Employed,110200.0,0
24.0,52000.0,19378.517337198333,726,Bachelor,Self-Employed,83600.0,0
69.0,16300.0,2951.6045463220967,703,Bachelor,Employed,33100.0,0
21.0,28800.0,15547.560394905302,656,High School,Self-Employed,30700.0,0
25.0,38400.0,14478.496304048404,512,Master,Employed,43200.0,1
37.0,26400.0,6948.200452025993,723,High School,Employed,49600.0,0
46.0,53200.0,1237.1213828895043,753,High School,Employed,138100.0,0
68.0,34900.0,10460.542139185814,545,Bachelor,,47000.0,0
62.0,40200.0,18446.402960057152,560,Bachelor,Employed,43000.0,0
63.0,28600.0,4556.968381893018,757,Bachelor,Unemployed,64200.0,1
27.0,11000.0,5324.7055596818645,629,High School,,12600.0,0
60.0,10600.0,1601.4910320836061,562,Bachelor,Employed,17800.0,1
51.0,51700.0,25552.612954233828,677,High School,Employed,62500.0,1
43.0,42600.0,2179.4588115944744,586,High School,Employed,83600.0,1
58.0,47200.0,24530.322635170913,666,Bachelor,Self-Employed,53300.0,1
66.0,,11800.767700063932,608,High School,Self-Employed,59200.0,0
20.0,41300.0,7348.201470790092,617,High School,,73900.0,0
23.0,65000.0,10339.416766190801,761,Bachelor,Employed,146800.0,0
22.0,47400.0,12286.380295979514,403,PhD,Self-Employed,49900.0,1
22.0,67800.0,40641.33358285628,705,PhD,,67600.0,0
64.0,40300.0,5327.5163733207455,744,Bachelor,Employed,91800.0,0
40.0,30300.0,1876.4786766202128,587,High School,Employed,58900.0,0
66.0,40800.0,14321.660930232842,743,High School,Unemployed,69400.0,0
26.0,22000.0,6448.760557011394,554,High School,Employed,30400.0,1
52.0,28900.0,9089.56334023775,584,Bachelor,Employed,40800.0,1
37.0,40400.0,16166.514521586942,572,Bachelor,Employed,48900.0,1
66.0,40100.0,6427.486321087822,745,Bachelor,Employed,88500.0,0
59.0,34100.0,18632.205805554357,475,Bachelor,Employed,25900.0,1
52.0,15800.0,4130.171186839312,814,High School,Employed,33500.0,0
67.0,53200.0,4120.43134894738,619,Bachelor,Self-Employed,107200.0,0
35.0,59900.0,26678.217317017956,711,High School,,83400.0,1
34.0,97400.0,37583.01836698717,702,Bachelor,Unemployed,148200.0,1
41.0,47300.0,8960.797762496972,665,Bachelor,Employed,90000.0,0
20.0,36300.0,13536.677809461577,589,Bachelor,Retired,47300.0,1
49.0,19800.0,2611.9600416634453,774,Bachelor,Retired,47000.0,0
52.0,88900.0,23727.731427223844,598,Bachelor,Self-Employed,137600.0,1
55.0,42100.0,22719.160309946637,576,High School,Retired,39400.0,1
30.0,40800.0,3268.918027775145,737,High School,Self-Employed,97600.0,0
64.0,31200.0,7238.957543765288,664,Bachelor,Unemployed,56200.0,0
42.0,30000.0,14780.56364496625,785,High School,Employed,42200.0,0
26.0,54900.0,31935.030226439507,643,Bachelor,Employed,52100.0,0
21.0,19700.0,5365.406932505627,584,Bachelor,Self-Employed,29500.0,1
31.0,96300.0,29294.438051882615,677,Master,Employed,160100.0,0
54.0,84500.0,29009.118462437124,605,PhD,Unemployed,118500.0,1
51.0,29400.0,16446.62121841866,587,High School,Unemployed,26800.0,1
28.0,21600.0,11122.360011062305,733,PhD,Employed,27100.0,0
58.0,10800.0,1105.4952875482554,833,Bachelor,Unemployed,28500.0,0
20.0,17100.0,4481.135211110989,625,Bachelor,Employed,27800.0,0
45.0,56300.0,15673.934464475278,552,High School,Employed,79100.0,1
46.0,43900.0,20784.791580828252,634,Master,Employed,51700.0,0
26.0,48800.0,17652.703602687146,701,High School,Employed,77100.0,0
20.0,12000.0,4710.387326608893,675,Master,Employed,17400.0,0
42.0,28600.0,17129.110415542,769,High School,Employed,31100.0,0
51.0,82500.0,3710.5221517656464,716,Bachelor,Employed,199100.0,0
29.0,34300.0,4589.542168324225,539,Bachelor,Self-Employed,56500.0,1
59.0,16900.0,4136.064804947485,600,High School,Self-Employed,27000.0,0
26.0,34000.0,7094.761022197298,511,High School,Employed,48500.0,1
32.0,22900.0,297.41001290755446,764,Bachelor,Employed,60900.0,0
57.0,44400.0,2444.9554363921243,450,High School,Unemployed,66600.0,1
42.0,36800.0,15035.448674190962,521,Bachelor,Unemployed,40000.0,1
22.0,,26538.012304282078,598,Bachelor,Employed,50200.0,1
28.0,,5399.383618292764,706,Master,Employed,30200.0,0
51.0,27700.0,8961.35574151658,597,Bachelor,Unemployed,39500.0,1
,69900.0,10698.61857298999,613,High School,,128100.0,1
32.0,16100.0,7417.685672701651,615,High School,,18800.0,0
,19900.0,8976.427373165041,667,High School,Employed,25700.0,0
25.0,40900.0,14438.494013401292,527,Master,Employed,49200.0,1
22.0,43100.0,5499.498449183326,555,Master,Self-Employed,73700.0,1
65.0,,1577.5162285350743,818,High School,Employed,73700.0,0
43.0,30700.0,1183.2745672882588,690,High School,Employed,71900.0,0
35.0,50000.0,17780.881999286332,726,Master,,82600.0,0
23.0,60500.0,29948.78208488364,655,Master,Retired,70600.0,1
54.0,19100.0,9836.4667482094,635,Master,Self-Employed,20800.0,0
65.0,45200.0,12573.43065619436,695,Master,Self-Employed,80000.0,0
30.0,90000.0,42350.65016256271,722,Bachelor,Self-Employed,121400.0,0
45.0,33900.0,19259.54319357642,734,High School,Employed,37900.0,1
22.0,19000.0,3136.939282363975,637,Bachelor,Retired,35700.0,1
30.0,18500.0,4417.359844826405,745,Bachelor,Employed,37000.0,0
34.0,33000.0,18443.284053414278,403,Bachelor,,20700.0,1
67.0,67600.0,13718.648034389074,739,Bachelor,Employed,140500.0,0
57.0,35400.0,19410.732406434952,607,High School,Employed,34300.0,0
62.0,40700.0,23957.115536254056,705,High School,Employed,41700.0,0
49.0,20000.0,7941.728742893096,585,Bachelor,,24900.0,0
46.0,65500.0,32103.78837751381,517,High School,,60900.0,1
68.0,18300.0,8230.010295147515,683,Bachelor,Employed,24300.0,0
20.0,26800.0,11248.510862457622,499,Master,Employed,27400.0,1
57.0,53000.0,9760.408120803195,610,Master,Retired,93100.0,1
51.0,10700.0,366.5456493689986,568,Bachelor,Employed,20700.0,0
57.0,40300.0,8294.990892325151,632,Bachelor,Unemployed,71400.0,0
44.0,19500.0,7803.151026885707,729,High School,,30100.0,0
30.0,36700.0,2257.692944976186,601,Bachelor,,73100.0,0
62.0,29400.0,210.2332197361905,681,Bachelor,Employed,70200.0,1
50.0,128500.0,10770.28192768657,723,Bachelor,,300400.0,0
23.0,28700.0,12324.972652793895,589,Master,Employed,34000.0,1
41.0,109700.0,64029.28144302715,590,Bachelor,,95100.0,1
36.0,51600.0,30435.683100074843,786,High School,Employed,58700.0,0
33.0,22500.0,6668.718513392537,642,High School,Employed,35900.0,0
57.0,44300.0,23107.384160376594,700,Bachelor,Self-Employed,52400.0,0
45.0,30300.0,13395.504965562344,700,Bachelor,Unemployed,41800.0,0
50.0,42000.0,12626.213972012007,530,Master,Employed,54900.0,1
65.0,23700.0,8144.654778621334,573,Bachelor,Employed,31500.0,1
58.0,100100.0,8241.862425809277,687,Bachelor,Employed,222700.0,0
30.0,63300.0,35612.382274218166,443,Bachelor,Employed,43300.0,1
60.0,37000.0,7812.840910245444,628,Bachelor,Unemployed,64700.0,1
62.0,102500.0,27438.179272115925,563,Bachelor,Employed,149200.0,0
42.0,38000.0,15313.85326675209,761,Bachelor,,60900.0,0
59.0,70200.0,14063.972100698453,684,Bachelor,Employed,135500.0,0
53.0,37200.0,5675.06447327293,769,High School,,85600.0,0
44.0,46000.0,17416.963254258088,646,Master,Employed,65200.0,0
55.0,34600.0,518.6695481711946,638,High School,Unemployed,76700.0,0
24.0,38500.0,16648.750087816283,619,High School,Retired,47700.0,0
22.0,40200.0,12398.243681421414,599,High School,Self-Employed,58800.0,1
60.0,24300.0,8831.889390995224,850,High School,,46400.0,0
,28500.0,10805.150723121735,730,Bachelor,Employed,45600.0,0
68.0,,10087.739995267668,543,High School,Retired,41800.0,1
48.0,41700.0,14574.995111567214,850,High School,Employed,81400.0,0
40.0,35700.0,14646.743263061113,609,Bachelor,Employed,45300.0,0
59.0,73400.0,33167.35402979285,682,Bachelor,Employed,96800.0,0
27.0,60400.0,26362.874660209007,743,High School,Retired,89300.0,0
49.0,32300.0,16853.16695085123,496,Bachelor,,27000.0,1
60.0,83200.0,9457.016183716745,567,Bachelor,Retired,147600.0,1
47.0,111700.0,26884.93691534027,814,PhD,Unemployed,243700.0,0
56.0,10700.0,6084.8507438128145,627,Bachelor,Employed,10200.0,1
48.0,63500.0,15110.100884119161,749,High School,Retired,127900.0,0
35.0,24000.0,1798.1291074452863,604,Bachelor,Retired,47300.0,1
53.0,58700.0,18506.177350475962,640,Bachelor,Employed,90800.0,1
19.0,76300.0,5012.496723543278,828,High School,Employed,208300.0,0
31.0,21500.0,2616.8067795894613,693,Master,Self-Employed,46200.0,0
30.0,12000.0,7187.895047310888,615,Bachelor,Retired,10400.0,1
46.0,59900.0,19456.57322395698,581,PhD,Unemployed,82900.0,1
29.0,39400.0,6715.140316915741,590,Bachelor,Unemployed,68100.0,1
56.0,13300.0,7938.304137499769,774,Bachelor,Retired,14600.0,0
19.0,165700.0,96095.28768275234,726,Bachelor,Unemployed,178400.0,0
49.0,52800.0,13962.612821549466,535,Bachelor,,73300.0,1
,54300.0,8483.933284310055,658,Bachelor,Self-Employed,106400.0,1
63.0,82400.0,41450.478107277864,643,Master,Employed,92900.0,0
44.0,25600.0,10991.934212686629,681,Bachelor,Self-Employed,35100.0,1
66.0,39300.0,16198.079037382773,589,Master,Employed,48000.0,0
58.0,16500.0,8841.826039092477,759,Master,Unemployed,20500.0,0
34.0,25200.0,10423.987064134428,649,PhD,Employed,33800.0,0
57.0,45800.0,7798.76747478177,687,Bachelor,Employed,92100.0,1
,13400.0,5578.659821480887,571,Bachelor,Employed,15800.0,1
51.0,24800.0,4550.50504790092,576,High School,,41200.0,0
41.0,20800.0,9475.302466119298,850,Bachelor,Employed,34000.0,0
62.0,39500.0,14688.024151450114,830,High School,Employed,72700.0,0
52.0,51300.0,2382.727570090623,643,High School,Employed,111000.0,0
65.0,56700.0,17446.65903004353,803,High School,Employed,111200.0,0
23.0,66100.0,13615.316438303085,771,Master,Employed,142800.0,0
36.0,82700.0,16303.674796176441,587,Master,Employed,137600.0,0
47.0,52300.0,18898.802768598332,577,Bachelor,Employed,68000.0,0
24.0,112700.0,21795.60463062251,716,Bachelor,Employed,229700.0,0
27.0,39000.0,18179.31370799402,676,Bachelor,Employed,49700.0,0
58.0,32700.0,1388.9279745392423,609,Bachelor,Employed,67300.0,0
49.0,52300.0,20722.983360181002,722,Bachelor,Unemployed,80500.0,0
51.0,31900.0,15487.988541990026,505,High School,Employed,29300.0,1
45.0,110400.0,44568.37114032929,661,High School,Employed,153600.0,0
32.0,71600.0,21360.966218059017,526,Bachelor,Employed,93300.0,1
47.0,57000.0,32500.499869777395,529,Bachelor,Employed,45700.0,1
54.0,39300.0,7072.549589438339,579,Bachelor,Employed,65900.0,1
46.0,28400.0,326.6208034256213,686,PhD,Employed,68000.0,0
39.0,55300.0,14333.407345156967,582,High School,Self-Employed,84200.0,1
21.0,,366.4324884936325,528,High School,Self-Employed,33800.0,1
37.0,91200.0,52199.41909824508,697,Bachelor,Employed,95900.0,0
,32600.0,4105.996974831887,799,High School,Self-Employed,80400.0,0
53.0,43600.0,20638.330946502687,713,High School,Employed,57800.0,0
67.0,21000.0,9759.608247996997,830,High School,Retired,32900.0,0
21.0,56000.0,7315.691029346566,790,Bachelor,Employed,135700.0,0
44.0,27700.0,10324.784936580381,601,High School,Self-Employed,36900.0,0
34.0,53600.0,1546.219626524239,713,Bachelor,Employed,131000.0,0
29.0,57200.0,16596.27978135673,640,Bachelor,Unemployed,91700.0,1
39.0,,216.19159854190423,756,High School,Employed,65100.0,0
34.0,18500.0,10224.697070007343,640,Bachelor,Employed,18700.0,0
27.0,91000.0,53294.29692129661,571,High School,Self-Employed,76000.0,1
18.0,32400.0,4321.176983454097,787,Master,Employed,78000.0,0
39.0,41600.0,5194.326623525464,681,Master,,87500.0,0
43.0,48600.0,21978.4803485517,583,High School,Self-Employed,54800.0,0
35.0,17100.0,2599.6726319889717,600,Master,Employed,30700.0,1
67.0,47900.0,25724.500310311425,583,Bachelor,Employed,45600.0,1
31.0,38500.0,13257.76304444089,549,Master,Employed,48900.0,0
64.0,24700.0,5198.524373012826,602,Bachelor,Self-Employed,41400.0,1
46.0,18100.0,9043.0540853547,687,High School,Employed,22000.0,0
29.0,52200.0,15453.497856947537,656,Master,Employed,85100.0,0
53.0,71400.0,39054.354023271095,606,High School,Retired,69200.0,1
52.0,40400.0,22495.065098320192,799,High School,Employed,50500.0,0
69.0,15400.0,1528.482205666502,448,High School,Retired,21900.0,1
29.0,19300.0,26.90504300775255,680,High School,Self-Employed,46300.0,1
24.0,28000.0,16530.039794392356,635,Bachelor,Employed,25700.0,0
46.0,92900.0,50508.10626374569,552,Bachelor,Employed,82600.0,1
28.0,31300.0,1041.2615265181416,686,Master,Self-Employed,73300.0,0
50.0,27400.0,13695.08329919119,628,High School,Employed,30400.0,1
23.0,13300.0,3653.2833618224686,774,PhD,Employed,26400.0,0
64.0,24500.0,3806.735593867136,736,Master,Employed,53800.0,0
32.0,17300.0,9121.388915766533,840,High School,Self-Employed,24200.0,0
49.0,19900.0,2348.2067547402685,601,High School,Self-Employed,37200.0,1
68.0,39000.0,22166.819986429564,789,Master,Employed,46900.0,0
28.0,28500.0,3516.1274396587323,533,Bachelor,,47000.0,1
40.0,100700.0,37078.73820257068,638,Bachelor,Unemployed,143300.0,0
43.0,69300.0,9275.929789714775,603,Bachelor,Retired,127700.0,0
51.0,,8250.510214325757,710,Bachelor,Employed,42500.0,0
63.0,21000.0,8618.08663693078,707,High School,Employed,30900.0,0
51.0,83200.0,9496.178306541267,559,Bachelor,Unemployed,145400.0,1
46.0,98300.0,30721.84346368606,715,High School,Unemployed,170500.0,0
21.0,9700.0,2729.9277123504926,611,Bachelor,Self-Employed,15000.0,0
34.0,38400.0,1636.702189132982,568,Master,Retired,73700.0,1
52.0,,15318.72234688167,648,Bachelor,Self-Employed,36300.0,1
30.0,53600.0,10795.54600467379,502,PhD,Employed,75800.0,0
58.0,116500.0,40163.29560887638,743,Bachelor,Self-Employed,200200.0,1
56.0,27200.0,8401.278714108754,644,Bachelor,Self-Employed,42700.0,1
32.0,10500.0,3233.541178793786,646,Bachelor,Retired,16600.0,0
46.0,51400.0,3306.7386373897525,641,PhD,Employed,108800.0,0
46.0,,21241.85758394653,814,Bachelor,Employed,179200.0,0
28.0,30300.0,8224.027682375447,801,High School,Self-Employed,62400.0,0
69.0,23800.0,10476.419760404324,785,PhD,Employed,36900.0,0
49.0,27900.0,14061.915246352492,641,Bachelor,Employed,31300.0,0
19.0,60500.0,19782.856695030652,538,High School,Unemployed,77300.0,1
64.0,27600.0,1437.1257193162423,648,Bachelor,Employed,59800.0,1
31.0,44200.0,6281.247960220407,681,Master,,91100.0,0
37.0,36900.0,3651.6393545194655,731,Bachelor,Unemployed,85800.0,0
39.0,34700.0,2594.485615597577,681,High School,Employed,77200.0,0
28.0,55300.0,12140.538728138854,547,Master,Retired,83300.0,1
44.0,27300.0,3757.4655652887773,596,Bachelor,Self-Employed,49500.0,1
20.0,28000.0,3667.492278433406,587,Bachelor,Employed,50400.0,1
34.0,58600.0,1923.0120181015707,703,High School,Employed,140600.0,0
61.0,20100.0,213.10074023293262,706,High School,Retired,49600.0,0
45.0,21400.0,1319.5442356231981,719,Bachelor,Employed,51000.0,1
46.0,17000.0,1756.4142901210573,680,Master,Employed,36600.0,0
38.0,60400.0,15618.850333458882,444,High School,Employed,70200.0,1
64.0,34100.0,10445.244546174361,477,High School,Employed,39800.0,1
33.0,16500.0,1391.8599899163194,635,High School,Employed,33900.0,0
54.0,,15445.122297819415,659,Bachelor,Retired,105000.0,0
37.0,26000.0,5331.281940284465,775,High School,,56500.0,0
23.0,21500.0,2366.1650011236325,657,High School,Employed,44400.0,0
36.0,32300.0,132.57369911528562,552,High School,Employed,62700.0,1
22.0,88200.0,24714.585496330572,716,Bachelor,,160400.0,0
20.0,28700.0,11806.923122346732,648,Bachelor,Employed,38600.0,0
18.0,51300.0,6964.81634494638,609,High School,Unemployed,95300.0,0
55.0,56200.0,4444.526304116028,488,Master,Unemployed,89100.0,1
32.0,47400.0,25227.495652071593,658,High School,Unemployed,51500.0,1
51.0,77900.0,12854.657866079668,672,High School,Employed,154300.0,0
52.0,23800.0,3193.1882106392527,550,Master,Employed,40000.0,1
66.0,19400.0,9976.60837705942,724,Bachelor,Employed,24100.0,0
42.0,19200.0,9413.07378240109,715,Bachelor,Employed,24700.0,0
41.0,33300.0,8957.96248108218,654,High School,Employed,56200.0,0
29.0,20600.0,6046.992327247292,651,Bachelor,Retired,33400.0,1
35.0,39700.0,5186.774149146403,744,Bachelor,Unemployed,90600.0,0
32.0,38000.0,1785.2780869339108,686,Master,Retired,87700.0,0
61.0,66900.0,23017.553469776234,579,High School,Unemployed,89700.0,0
33.0,43200.0,2549.100367618324,630,Bachelor,Employed,90400.0,0
44.0,28300.0,7628.681807323913,705,Bachelor,Self-Employed,51400.0,0
25.0,46500.0,26239.871838512998,446,PhD,Employed,31900.0,1
63.0,19600.0,11205.332416646072,556,High School,Employed,16500.0,1
42.0,35500.0,5097.777703458738,718,Master,Employed,77000.0,0
34.0,44000.0,16476.594289205277,770,High School,Self-Employed,74800.0,0
46.0,39200.0,11150.273731816813,752,Bachelor,Self-Employed,74400.0,0
25.0,46600.0,24484.15616730752,739,High School,Employed,57700.0,0
32.0,24700.0,4022.605408571109,662,Bachelor,Employed,48300.0,0
44.0,72500.0,161.05469721013293,547,High School,Employed,139700.0,1
63.0,108400.0,10572.980833779238,630,High School,Employed,217500.0,0
67.0,13900.0,2915.0201617527796,450,High School,Employed,17400.0,1
69.0,17500.0,3315.07186259013,780,High School,Self-Employed,39100.0,0
24.0,37300.0,17710.702129970185,568,Master,Unemployed,39300.0,1
20.0,31100.0,12699.262030150712,596,PhD,Employed,38700.0,1
